country,director,genre,imdb_rating,imdb_url,title,url,year
США,,,8.1,https://www.imdb.com/title/tt0011541/,,"https://ru.wikipedia.org/wiki/%D0%9E%D0%B4%D0%BD%D0%B0_%D0%BD%D0%B5%D0%B4%D0%B5%D0%BB%D1%8F_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1920)",1920
США,,,7.5,https://www.imdb.com/title/tt0015841/,,"https://ru.wikipedia.org/wiki/%D0%9F%D0%B5%D1%80%D0%B2%D0%BE%D0%BA%D1%83%D1%80%D1%81%D0%BD%D0%B8%D0%BA_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1925)",1925
США,Уоллас Уорсли,,7.3,https://www.imdb.com/title/tt0011565/,,"https://ru.wikipedia.org/wiki/%D0%9D%D0%B0%D0%BA%D0%B0%D0%B7%D0%B0%D0%BD%D0%B8%D0%B5_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1920)",1920
Венгрия,,,,,,https://ru.wikipedia.org/wiki/%D0%98%D1%81%D0%BA%D0%B0%D1%82%D0%B5%D0%BB%D1%8C_%D0%B6%D0%B5%D0%BD%D1%81%D0%BA%D0%B8%D1%85_%D1%81%D0%B5%D1%80%D0%B4%D0%B5%D1%86,1922
США,,,7.6,https://www.imdb.com/title/tt0018051/,,"https://ru.wikipedia.org/wiki/%D0%9C%D0%BB%D0%B0%D0%B4%D1%88%D0%B8%D0%B9_%D0%B1%D1%80%D0%B0%D1%82_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1927)",1927
Италия,Габриеллино Д’Аннунцио,,5.4,https://www.imdb.com/title/tt0188089/,,https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D1%80%D0%B0%D0%B1%D0%BB%D1%8C_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC),1921
США,,,6.9,https://www.imdb.com/title/tt0017765/,,"https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D0%BB%D0%BB%D0%B5%D0%B4%D0%B6_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1927)",1927
Веймарская республика,Рихард Освальд,,,https://www.imdb.com/title/tt0011373/,,https://ru.wikipedia.org/wiki/%D0%9A%D1%83%D1%80%D1%84%D1%8E%D1%80%D1%81%D1%82%D0%B5%D0%BD%D0%B4%D0%B0%D0%BC%D0%BC_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC),1920
США,Виктор Флеминг,,6.8,https://www.imdb.com/title/tt0017119/,,https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D0%BF%D0%BA%D0%B0%D0%BD_%D0%BD%D0%B0_%D0%BC%D1%83%D0%B6%D1%87%D0%B8%D0%BD%D1%83,1926
Великобритания,Альфред Хичкок,,5.8,https://www.imdb.com/title/tt0018876/,,"https://ru.wikipedia.org/wiki/%D0%96%D0%B5%D0%BD%D0%B0_%D1%84%D0%B5%D1%80%D0%BC%D0%B5%D1%80%D0%B0_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1928)",1928
США,,,7.1,https://www.imdb.com/title/tt0011071/,,https://ru.wikipedia.org/wiki/%D0%97%D0%B0%D0%BA%D0%BB%D1%8E%D1%87%D1%91%D0%BD%D0%BD%D1%8B%D0%B9_%E2%84%96_13,1920
"Австрия, [, 1, ]",".mw-parser-output .ts-Wikidata-redLink a{background:none;padding:0}.mw-parser-output .ts-Wikidata-redLink a.external{color:#ba0000;color:var(--color-link-red,#ba0000)}.mw-parser-output .ts-Wikidata-redLink a.external:visited{color:#a55858;color:var(--color-link-red--visited,#a55858)}, Ганс Карл Бреслауэр, [вд], [, 1, ], 2",,6.3,https://www.imdb.com/title/tt0016392/,,https://ru.wikipedia.org/wiki/%D0%93%D0%BE%D1%80%D0%BE%D0%B4_%D0%B1%D0%B5%D0%B7_%D0%B5%D0%B2%D1%80%D0%B5%D0%B5%D0%B2,1924
СССР,Борис Барнет,,7.2,https://www.imdb.com/title/tt0018841/,,https://ru.wikipedia.org/wiki/%D0%94%D0%BE%D0%BC_%D0%BD%D0%B0_%D0%A2%D1%80%D1%83%D0%B1%D0%BD%D0%BE%D0%B9,1928
США,Уильям А. Сейтер,,6.3,https://www.imdb.com/title/tt0014978/,,https://ru.wikipedia.org/wiki/%D0%94%D0%B5%D1%82%D0%B8_%D0%A5%D0%B5%D0%BB%D0%B5%D0%BD,1924
США,Тэд Вильде,,7.6,https://www.imdb.com/title/tt0019412/,,"https://ru.wikipedia.org/wiki/%D0%93%D0%BE%D0%BD%D1%89%D0%B8%D0%BA_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1928)",1928
США,".mw-parser-output .ts-Wikidata-redLink a{background:none;padding:0}.mw-parser-output .ts-Wikidata-redLink a.external{color:#ba0000;color:var(--color-link-red,#ba0000)}.mw-parser-output .ts-Wikidata-redLink a.external:visited{color:#a55858;color:var(--color-link-red--visited,#a55858)}, Маршалл Нейлан, [вд]",,5.3,https://www.imdb.com/title/tt0020542/,,https://ru.wikipedia.org/wiki/%D0%92%D0%BB%D1%8E%D0%B1%D0%BB%D1%91%D0%BD%D0%BD%D1%8B%D0%B9_%D0%B1%D1%80%D0%BE%D0%B4%D1%8F%D0%B3%D0%B0,1929
